Facility_Name,ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Latitude,Longitude,"Population, 2021",Facilities_Per_Capita,address,point,latitude,longitude
Bayview Pulmonary Services Inc.,Bayview Pulmonary Services Inc.,Toronto,586 Eglinton Avenue East,M4P1P2,-8836496.97420026,5420802.01582654,2794356.0,0.0006098006123772347,"586 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.3797418 43.7106407),43.7106407,-79.3797418
Bayview Village Pharmacy,Bayview Village Pharmacy,Toronto,595 Sheppard Avenue East,M2K0G3,-8837011.19232408,5429508.51725516,2794356.0,0.0006098006123772347,"595 Sheppard Avenue East, Toronto, Ontario, Canada",POINT (-79.2741967 43.7862881),43.7862881,-79.2741967
Beaches Pharmacy,Beaches Pharmacy,Toronto,1967 Queen Street East,M4L1H9,-8827799.64917628,5414442.97560377,2794356.0,0.0006098006123772347,"1967 Queen Street East, Toronto, Ontario, Canada",POINT (-79.30136998 43.669585160000004),43.669585160000004,-79.30136998
Beaver Drugs Limited,Beaver Drugs Limited,Toronto,196 Wilson Avenue,M5M4N7,-8841425.27730081,5425254.36649204,2794356.0,0.0006098006123772347,"196 Wilson Avenue, Toronto, Ontario, Canada",POINT (-79.4237823 43.7395254),43.7395254,-79.4237823
Beech Medical Pharmacy,Beech Medical Pharmacy,Toronto,856 Kingston Road,M4E1S3,-8826646.64641843,5416107.23650829,2794356.0,0.0006098006123772347,"856 Kingston Road, Toronto, Ontario, Canada",POINT (-79.2911122 43.6803364),43.6803364,-79.2911122
"Beharry, Rajendra Dr","Beharry, Rajendra Dr",Toronto,567 Bathurst Street,M5S2P8,-8839691.87698187,5412730.34556026,2794356.0,0.0006098006123772347,"567 Bathurst Street, Toronto, Ontario, Canada",POINT (-79.40837631333333 43.658539069999996),43.658539069999996,-79.40837631333333
Bellamy Pharmacy,Bellamy Pharmacy,Toronto,1907 Ellesmere Road,M1H2W5,-8821069.77370062,5430532.17043751,2794356.0,0.0006098006123772347,"1907 Ellesmere Road, Toronto, Ontario, Canada",POINT (-79.23896152595435 43.77478276369459),43.77478276369459,-79.23896152595435
Bellesmere X,"Bellesmere X-Ray, Ultrasound & Bone Density",Toronto,1920 Ellesmere Road,M1H2V6,-8821050.15920634,5430689.19007903,2794356.0,0.0006098006123772347,"1920 Ellesmere Road, Toronto, Ontario, Canada",POINT (-79.24051957388966 43.774789536654716),43.774789536654716,-79.24051957388966
Bellwood Health Services,Bellwood Health Services,Toronto,1020 McNicoll Avenue,M1W2J6,-8831424.2169172,5435198.73916388,2794356.0,0.0006098006123772347,"1020 McNicoll Avenue, Toronto, Ontario, Canada",POINT (-79.3361316 43.8042581),43.8042581,-79.3361316
Bellwood Health Services Inc.,Bellwood Health Services Inc.,Toronto,175 Brentcliffe Road,M4G0C5,-8835007.58620514,5422148.02932326,2794356.0,0.0006098006123772347,"175 Brentcliffe Road, Toronto, Ontario, Canada",POINT (-79.36620313148005 43.7197123),43.7197123,-79.36620313148005
Bellwoods Centres for Community Living Inc.,Bellwoods Centres for Community Living Inc.,Toronto,789 Don Mills Road,M3C1T5,-8831852.95881529,5422026.58049244,2794356.0,0.0006098006123772347,"789 Don Mills Road, Toronto, Ontario, Canada",POINT (-79.34702 43.7535711),43.7535711,-79.34702
Belmont House,Belmont House,Toronto,55 Belmont Street,M5R1R1,-8837760.52834441,5415227.57928618,2794356.0,0.0006098006123772347,"55 Belmont Street, Toronto, Ontario, Canada",POINT (-79.39170138466517 43.67449825),43.67449825,-79.39170138466517
Bendale Acres,Bendale Acres,Toronto,2920 Lawrence Avenue East,M1P2T8,-8822274.05021592,5427594.9391589,2794356.0,0.0006098006123772347,"2920 Lawrence Avenue East, Toronto, Ontario, Canada",POINT (-79.25191405882353 43.754805),43.754805,-79.25191405882353
Bernard Betel Centre,Bernard Betel Centre,Toronto,1003 Steeles Avenue West,M2R3T6,-8844008.69098755,5433263.98450585,2794356.0,0.0006098006123772347,"1003 Steeles Avenue West, Toronto, Ontario, Canada",POINT (-79.44704903979061 43.791683000000006),43.791683000000006,-79.44704903979061
Bernard Betel Centre for Creative Living,Bernard Betel Centre for Creative Living,Toronto,1003 Steeles Avenue West,M2R3T6,-8844008.69098755,5433263.98450585,2794356.0,0.0006098006123772347,"1003 Steeles Avenue West, Toronto, Ontario, Canada",POINT (-79.44704903979061 43.791683000000006),43.791683000000006,-79.44704903979061
Bernard X,Bernard X-Ray & Ultrasound,Toronto,508 Lawrence Avenue West,M6A1A1,-8842251.05641546,5422250.95017964,2794356.0,0.0006098006123772347,"508 Lawrence Avenue West, Toronto, Ontario, Canada",POINT (-79.43120061446763 43.71905428916625),43.71905428916625,-79.43120061446763
Bernard Zylberberg Md,Bernard Zylberberg Md,Toronto,2797 Bathurst Street,M6B4B9,-8841876.455197,5421080.64352934,2794356.0,0.0006098006123772347,"2797 Bathurst Street, Toronto, Ontario, Canada",POINT (-79.42804862499999 43.712726762500004),43.712726762500004,-79.42804862499999
Best Care Imaging,Best Care Imaging,Toronto,1670 Dufferin Street,M6H3M2,-8843584.39674839,5415648.51939103,2794356.0,0.0006098006123772347,"1670 Dufferin Street, Toronto, Ontario, Canada",POINT (-79.4430533 43.6774187),43.6774187,-79.4430533
Best Care Village Pharmacy,Best Care Village Pharmacy,Toronto,3170 Eglinton Avenue East,M1J2H3,-8818833.28720694,5425769.35585622,2794356.0,0.0006098006123772347,"3170 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.2207731 43.7429179),43.7429179,-79.2207731
Bethseda Home,Bethseda Home,Toronto,76 Silversted Drive,M1S3A5,-8823876.9729597,5434824.35573947,2794356.0,0.0006098006123772347,"76 Silversted Drive, Toronto, Ontario, Canada",POINT (-79.26620741540404 43.8018315),43.8018315,-79.26620741540404
Better Living Health and Community,Better Living Health and Community,Toronto,1 Overland Drive,M3C2C3,-8832832.191848,5424137.09111298,2794356.0,0.0006098006123772347,"1 Overland Drive, Toronto, Ontario, Canada",POINT (-79.34666070415702 43.7325001),43.7325001,-79.34666070415702
Better Living Health and Community Services,Better Living Health and Community Services - E.P. Taylor Place,Toronto,1 Overland Drive,M3C2C3,-8832832.191848,5424137.09111298,2794356.0,0.0006098006123772347,"1 Overland Drive, Toronto, Ontario, Canada",POINT (-79.34666070415702 43.7325001),43.7325001,-79.34666070415702
Better Living Thompson House,Better Living Thompson House,Toronto,1 Overland Drive,M3C2C3,-8832832.191848,5424137.09111298,2794356.0,0.0006098006123772347,"1 Overland Drive, Toronto, Ontario, Canada",POINT (-79.34666070415702 43.7325001),43.7325001,-79.34666070415702
Beverly Hills Pharmacy,Beverly Hills Pharmacy,Toronto,56 Beverly Hills Drive,M3L1A1,-8851221.18098359,5422116.86988298,2794356.0,0.0006098006123772347,"56 Beverly Hills Drive, Toronto, Ontario, Canada",POINT (-79.5135774838391 43.71796733670631),43.71796733670631,-79.5135774838391
Bh Pharmacy,Bh Pharmacy,Toronto,1300 Finch Avenue West,M3J3K2,-8848784.76468444,5429109.38759358,2794356.0,0.0006098006123772347,"1300 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.4893562 43.7646236),43.7646236,-79.4893562
Bill McMurray Residence,Bill McMurray Residence,Toronto,180 Sheridan Avenue,M6K3C7,-8842625.41273106,5411680.38676251,2794356.0,0.0006098006123772347,"180 Sheridan Avenue, Toronto, Ontario, Canada",POINT (-79.43466566025391 43.6515913),43.6515913,-79.43466566025391
Bio Pharmacy,Bio Pharmacy,Toronto,1177 St Clair Avenue West,M6E1B5,-8843604.97972224,5415689.16916242,2794356.0,0.0006098006123772347,"1177 St Clair Avenue West, Toronto, Ontario, Canada",POINT (-79.4435179 43.6776613),43.6776613,-79.4435179
Birchmount Hospital Pharmacy,Birchmount Hospital Pharmacy,Toronto,3030 Birchmount Road,M1W3W3,-8828562.3212716,5434867.75842546,2794356.0,0.0006098006123772347,"3030 Birchmount Road, Toronto, Ontario, Canada",POINT (-79.3086337 43.8028785),43.8028785,-79.3086337
Birdsilver Gardens Senior Support Centre,Birdsilver Gardens Senior Support Centre,Toronto,16 Birdsilver Gardens,M1C4M5,-8808785.15582192,5433304.98954777,2794356.0,0.0006098006123772347,"16 Birdsilver Gardens, Toronto, Ontario, Canada",POINT (-79.13063954411764 43.791952),43.791952,-79.13063954411764
Birth Control and Sexual Health Centre,Birth Control and Sexual Health Centre,Toronto,960 Lawrence Avenue West,M6A3B5,-8845166.369164,5421277.25268411,2794356.0,0.0006098006123772347,"960 Lawrence Avenue West, Toronto, Ontario, Canada",POINT (-79.4574782 43.7138018),43.7138018,-79.4574782
Black Coalition for AIDS Prevention,Black Coalition for AIDS Prevention,Toronto,20 Victoria Street,M5C2N8,-8836222.08184969,5411435.56585221,2794356.0,0.0006098006123772347,"20 Victoria Street, Toronto, Ontario, Canada",POINT (-79.37717389428485 43.650046950000004),43.650046950000004,-79.37717389428485
Black Creek Community Health Centre,Black Creek Community Health Centre,Toronto,1 Yorkgate Boulevard,M3N2A1,-8851992.69184648,5428220.18272358,2794356.0,0.0006098006123772347,"1 Yorkgate Boulevard, Toronto, Ontario, Canada",POINT (-79.5196549266416 43.7589811),43.7589811,-79.5196549266416
Blair Court Pharmacy,Blair Court Pharmacy,Toronto,266 Donlands Avenue,M4J5B1,-8832299.47242482,5417536.45218498,2794356.0,0.0006098006123772347,"266 Donlands Avenue, Toronto, Ontario, Canada",POINT (-79.3412523 43.6894839),43.6894839,-79.3412523
Bloom Pharmacy,Bloom Pharmacy,Toronto,268 Queens Quay West,M5J1B5,-8837229.81267205,5409765.7165486,2794356.0,0.0006098006123772347,"268 Queens Quay West, Toronto, Ontario, Canada",POINT (-79.386169 43.639087),43.639087,-79.386169
Bloor,Bloor-Sherbourne Pharmacy,Toronto,608 Sherbourne Street,M4X1X6,-8836199.58418061,5414827.94327626,2794356.0,0.0006098006123772347,"608 Sherbourne Street, Toronto, Ontario, Canada",POINT (-79.3768852 43.67195926666667),43.67195926666667,-79.3768852
Bloor Christie Diagnostic Services,Bloor Christie Diagnostic Services,Toronto,716 Bloor Street West,M6G1L4,-8840778.33294811,5413559.99910204,2794356.0,0.0006098006123772347,"716 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4180133 43.66376),43.66376,-79.4180133
Bloor Court Pharmacy,Bloor Court Pharmacy,Toronto,936 Bloor Street West,M6H1L4,-8841842.81444688,5413239.7895842,2794356.0,0.0006098006123772347,"936 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4276896 43.6616564),43.6616564,-79.4276896
Bloor Dundas Pharmacy,Bloor Dundas Pharmacy,Toronto,2333 Dundas Street West,M6R3A6,-8844617.18558812,5412355.20480449,2794356.0,0.0006098006123772347,"2333 Dundas Street West, Toronto, Ontario, Canada",POINT (-79.45267282476021 43.6558617),43.6558617,-79.45267282476021
Bloor Kids Pharmacy,Bloor Kids Pharmacy,Toronto,622 Bloor Street West,M6G1K7,-8840352.35778464,5413701.71101393,2794356.0,0.0006098006123772347,"622 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4142179 43.6645941),43.6645941,-79.4142179
Bloor Medical Pharmacy,Bloor Medical Pharmacy,Toronto,1062 Bloor Street West,M6H1M3,-8842420.92995842,5413070.21798785,2794356.0,0.0006098006123772347,"1062 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4327637 43.660529),43.660529,-79.4327637
Bloor Park Pharmacy,Bloor Park Pharmacy,Toronto,728 Bloor Street West,M6G1L4,-8840787.5613339,5413550.21215049,2794356.0,0.0006098006123772347,"728 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4181475 43.6637371),43.6637371,-79.4181475
Bloor St Pharmacy,Bloor St Pharmacy,Toronto,849 Bloor Street West,M6G1M3,-8841404.87243815,5413324.09952453,2794356.0,0.0006098006123772347,"849 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4237622 43.6622661),43.6622661,-79.4237622
Bloor West Pharmacy,Bloor West Pharmacy,Toronto,2262 Bloor Street West,M6S1N9,-8847456.78995097,5411590.95322277,2794356.0,0.0006098006123772347,"2262 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4779829 43.6509097),43.6509097,-79.4779829
Bloordale Pharmacy,Bloordale Pharmacy,Toronto,1290 Bloor Street West,M6H1N9,-8843448.99885174,5412762.6273641,2794356.0,0.0006098006123772347,"1290 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4420394 43.6586467),43.6586467,-79.4420394
Blossom Pharmacy Inc,Blossom Pharmacy Inc,Toronto,2683 Islington Avenue,M9V2X7,-8857259.61770607,5425313.40938094,2794356.0,0.0006098006123772347,"2683 Islington Avenue, Toronto, Ontario, Canada",POINT (-79.5664452 43.7400503),43.7400503,-79.5664452
Blue Rose Pharmacy,Blue Rose Pharmacy,Toronto,1910 Kennedy Road,M1P2L8,-8825623.94312456,5429511.80063186,2794356.0,0.0006098006123772347,"1910 Kennedy Road, Toronto, Ontario, Canada",POINT (-79.281548 43.7670941),43.7670941,-79.281548
Bochner Eye Institute,Bochner Eye Institute,Toronto,40 Prince Arthur Avenue,M5R1A9,-8838513.58243573,5414435.52695919,2794356.0,0.0006098006123772347,"40 Prince Arthur Avenue, Toronto, Ontario, Canada",POINT (-79.397759 43.669354),43.669354,-79.397759
Boniface Park Medical Pharmacy,Boniface Park Medical Pharmacy,Toronto,700 Markham Road,M1H2A7,-8819500.87019323,5428634.05538438,2794356.0,0.0006098006123772347,"700 Markham Road, Toronto, Ontario, Canada",POINT (-79.2268994 43.7617479),43.7617479,-79.2268994
Boniface Park Pharmacy,Boniface Park Pharmacy,Toronto,3545 Kingston Road,M1M1R6,-8818255.55018167,5425147.25206952,2794356.0,0.0006098006123772347,"3545 Kingston Road, Toronto, Ontario, Canada",POINT (-79.2159847 43.7389857),43.7389857,-79.2159847
Bonis Birchmount Pharmacy,Bonis Birchmount Pharmacy,Toronto,5 Bonis Avenue,M1T2T9,-8827510.3520836,5431993.55086357,2794356.0,0.0006098006123772347,"5 Bonis Avenue, Toronto, Ontario, Canada",POINT (-79.29900430909092 43.78351477272728),43.78351477272728,-79.29900430909092
Boost Child & Youth Advocacy Centre,Boost Child & Youth Advocacy Centre,Toronto,245 Eglinton Avenue East,M4P3B7,-8837606.50669694,5420392.31347115,2794356.0,0.0006098006123772347,"245 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.388985 43.708438),43.708438,-79.388985
Bradgate Arms,Bradgate Arms,Toronto,54 Foxbar Road,M4V2G6,-8838841.67437094,5416924.64740016,2794356.0,0.0006098006123772347,"54 Foxbar Road, Toronto, Ontario, Canada",POINT (-79.40069024674955 43.6857256),43.6857256,-79.40069024674955
Breakaway Community Services,Breakaway Community Services,Toronto,21 Strickland Avenue,M6K3E6,-8842230.27306653,5410394.0302249,2794356.0,0.0006098006123772347,"21 Strickland Avenue, Toronto, Ontario, Canada",POINT (-79.43108148828537 43.64333245),43.64333245,-79.43108148828537
Briarhill Pharmacy,Briarhill Pharmacy,Toronto,2700 Dufferin Street,M6B4J3,-8844714.71259401,5419301.77208559,2794356.0,0.0006098006123772347,"2700 Dufferin Street, Toronto, Ontario, Canada",POINT (-79.4521126 43.7014927),43.7014927,-79.4521126
Bridgepoint Family Health Team,Bridgepoint Family Health Team,Toronto,430 Broadview Avenue,M4K2N1,-8833606.80852469,5414050.94497934,2794356.0,0.0006098006123772347,"430 Broadview Avenue, Toronto, Ontario, Canada",POINT (-79.3535858 43.6670059),43.6670059,-79.3535858
Brimley Pharmacy,Brimley Pharmacy,Toronto,127 Montezuma Trail,M1V1K4,-8825399.31152409,5436139.66820752,2794356.0,0.0006098006123772347,"127 Montezuma Trail, Toronto, Ontario, Canada",POINT (-79.28017696227097 43.81025896858204),43.81025896858204,-79.28017696227097
Brimley Wenlock X,Brimley Wenlock X-Ray & Ultrasound,Toronto,3333 Brimley Road,M1V2J7,-8825815.40151678,5437800.70511869,2794356.0,0.0006098006123772347,"3333 Brimley Road, Toronto, Ontario, Canada",POINT (-79.2836053 43.8211883),43.8211883,-79.2836053
Brimley X,"Brimley X-Ray,Ultrasound & Bone Density",Toronto,2020 Brimley Road,M1S4R7,-8824110.02031367,5432538.73893898,2794356.0,0.0006098006123772347,"2020 Brimley Road, Toronto, Ontario, Canada",POINT (-79.2683771 43.7873843),43.7873843,-79.2683771
Brmc Pharmacy,Brmc Pharmacy,Toronto,3333 Brimley Road,M1V2J7,-8825815.40151678,5437800.70511869,2794356.0,0.0006098006123772347,"3333 Brimley Road, Toronto, Ontario, Canada",POINT (-79.2836053 43.8211883),43.8211883,-79.2836053
Broadon Pharmacy,Broadon Pharmacy,Toronto,607 Gerrard Street East,M4M1Y2,-8833364.34354179,5413817.00262133,2794356.0,0.0006098006123772347,"607 Gerrard Street East, Toronto, Ontario, Canada",POINT (-79.3515093 43.665569),43.665569,-79.3515093
Broadview Medical Pharmacy,Broadview Medical Pharmacy,Toronto,743 Broadview Avenue,M4K2P6,-8834102.92609931,5415406.30217929,2794356.0,0.0006098006123772347,"743 Broadview Avenue, Toronto, Ontario, Canada",POINT (-79.35821968571429 43.67577574285714),43.67577574285714,-79.35821968571429
Broadview North Pharmacy,Broadview North Pharmacy,Toronto,1123 Broadview Avenue,M4K2S6,-8833812.96108969,5417152.43380148,2794356.0,0.0006098006123772347,"1123 Broadview Avenue, Toronto, Ontario, Canada",POINT (-79.3556077 43.6871771),43.6871771,-79.3556077
Burnview Drugs,Burnview Drugs,Toronto,3225 Lawrence Avenue East,M1H3C2,-8820991.36025131,5427785.76896281,2794356.0,0.0006098006123772347,"3225 Lawrence Avenue East, Toronto, Ontario, Canada",POINT (-79.2403037 43.7564849),43.7564849,-79.2403037
CCMSU Medical Imaging,CCMSU Medical Imaging,Toronto,240 Duncan Mill Road,M3B3S6,-8833357.89814328,5428714.25191132,2794356.0,0.0006098006123772347,"240 Duncan Mill Road, Toronto, Ontario, Canada",POINT (-79.3501245 43.7615952),43.7615952,-79.3501245
COSTI Immigrant Services,COSTI Immigrant Services,Toronto,1710 Dufferin Street,M6E3P2,-8843632.60921985,5415881.49225968,2794356.0,0.0006098006123772347,"1710 Dufferin Street, Toronto, Ontario, Canada",POINT (-79.4435927 43.678835),43.678835,-79.4435927
Cabbagetown Pharmacy,Cabbagetown Pharmacy,Toronto,239 Carlton Street,M5A2L2,-8835231.63894426,5413598.68536113,2794356.0,0.0006098006123772347,"239 Carlton Street, Toronto, Ontario, Canada",POINT (-79.36833295384615 43.66404486923077),43.66404486923077,-79.36833295384615
Cabbagetown Women's Clinic,Cabbagetown Women's Clinic,Toronto,302 Gerrard Street East,M5A2G7,-8835037.31964113,5413320.63724682,2794356.0,0.0006098006123772347,"302 Gerrard Street East, Toronto, Ontario, Canada",POINT (-79.3664097 43.6622054),43.6622054,-79.3664097
Camh Pharmacy,Camh Pharmacy,Toronto,1001 Queen Street West,M6J1H4,-8840601.9806108,5410603.56478258,2794356.0,0.0006098006123772347,"1001 Queen Street West, Toronto, Ontario, Canada",POINT (-79.4186392134922 43.64303255),43.64303255,-79.4186392134922
Canada Chemists,Canada Chemists,Toronto,1975 Avenue Road,M5M4A3,-8840950.03213072,5424492.38967028,2794356.0,0.0006098006123772347,"1975 Avenue Road, Toronto, Ontario, Canada",POINT (-79.41962602411242 43.73460658217121),43.73460658217121,-79.41962602411242
Canadian AIDS Treatment Information Exchange,Canadian AIDS Treatment Information Exchange,Toronto,555 Richmond Street West,M5V3B1,-8839033.90086764,5410877.68518411,2794356.0,0.0006098006123772347,"555 Richmond Street West, Toronto, Ontario, Canada",POINT (-79.4023102 43.6466393),43.6466393,-79.4023102
Canadian Compounding Pharmacy,Canadian Compounding Pharmacy,Toronto,2920 Bloor Street West,M8X1B6,-8850704.25779614,5411207.98191766,2794356.0,0.0006098006123772347,"2920 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.5072017 43.6484278),43.6484278,-79.5072017
Canadian Hearing Services,Canadian Hearing Services,Toronto,271 Spadina Road,M5R2V3,-8839634.20235369,5415624.7237351,2794356.0,0.0006098006123772347,"271 Spadina Road, Toronto, Ontario, Canada",POINT (-79.40777044000001 43.6770318),43.6770318,-79.40777044000001
Canadian Mental Health Association (CMHA) Ontario Division,Canadian Mental Health Association (CMHA) Ontario Division,Toronto,180 Dundas Street West,M5G1Z8,-8837250.90771555,5412269.99592261,2794356.0,0.0006098006123772347,"180 Dundas Street West, Toronto, Ontario, Canada",POINT (-79.3831439 43.6533844),43.6533844,-79.3831439
