ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Facility_Name,"Population, 2021",Facilities_Per_Capita
"Parkdale Queen West Community Health Centre, Queen Site",Toronto,1229 Queen Street West,M6K1L2,"Parkdale Queen West Community Health Centre, Queen Site",2794356.0,0.0006098006123772347
Planned Parenthood of Toronto,Toronto,36 Prince Arthur Avenue,M5R1A9,Planned Parenthood of Toronto,2794356.0,0.0006098006123772347
Prisoners with HIV/AIDS Support Action Network,Toronto,526 Richmond Street East,M5A1R3,Prisoners with HIV/AIDS Support Action Network,2794356.0,0.0006098006123772347
Regent Park Community Health Centre,Toronto,465 Dundas Street East,M5A2B2,Regent Park Community Health Centre,2794356.0,0.0006098006123772347
Rexdale Community Health Centre,Toronto,8 Taber Road,M9W3A4,Rexdale Community Health Centre,2794356.0,0.0006098006123772347
Scarborough Centre for Healthy Communities,Toronto,4002 Sheppard Avenue East,M1S4R5,Scarborough Centre for Healthy Communities,2794356.0,0.0006098006123772347
South Riverdale Community Health Centre,Toronto,955 Queen Street East,M4M3P3,South Riverdale Community Health Centre,2794356.0,0.0006098006123772347
"St. Michael's Hospital, Family Health Team, Wellesley-St. James Town Health Centre",Toronto,95 Homewood Avenue,M4Y1J4,"St. Michael's Hospital, Family Health Team, Wellesley",2794356.0,0.0006098006123772347
"St. Michael's Hospital, Positive Care Program",Toronto,30 Bond Street,M5B1X1,"St. Michael's Hospital, Positive Care Program",2794356.0,0.0006098006123772347
"Sunnybrook Health Sciences Centre, Anita Rachlis Clinic",Toronto,2075 Bayview Avenue,M4N3M5,"Sunnybrook Health Sciences Centre, Anita Rachlis Clinic",2794356.0,0.0006098006123772347
Syme-Woolner Neighbourhood and Family Centre,Toronto,2468 Eglinton Avenue West,M6M5E2,Syme,2794356.0,0.0006098006123772347
Teresa Group Child and Family Aid,Toronto,355 Church Street,M5B1Z8,Teresa Group Child and Family Aid,2794356.0,0.0006098006123772347
"Toronto General Hospital, Immunodeficiency Clinic",Toronto,585 University Avenue,M5G2N2,"Toronto General Hospital, Immunodeficiency Clinic",2794356.0,0.0006098006123772347
Toronto HIV Network (c/o Toronto People With AIDS Foundation),Toronto,200 Gerrard Street East,M5A2E6,Toronto HIV Network (c/o Toronto People With AIDS Foundation),2794356.0,0.0006098006123772347
Toronto People With AIDS Foundation,Toronto,200 Gerrard Street East,M5A2E6,Toronto People With AIDS Foundation,2794356.0,0.0006098006123772347
"Toronto Public Health, Crossways Sexual Health Clinic",Toronto,2340 Dundas Street West,M6P4A9,"Toronto Public Health, Crossways Sexual Health Clinic",2794356.0,0.0006098006123772347
"Toronto Public Health, Scarborough Sexual Health Clinic",Toronto,160 Borough Drive,M1P4N8,"Toronto Public Health, Scarborough Sexual Health Clinic",2794356.0,0.0006098006123772347
"Toronto Public Health, The Works",Toronto,277 Victoria Street,M5B1W2,"Toronto Public Health, The Works",2794356.0,0.0006098006123772347
Unison Health and Community Services,Toronto,12 Flemington Road,M6A2N4,Unison Health and Community Services,2794356.0,0.0006098006123772347
"University Health Network, Toronto General Hospital",Toronto,200 Elizabeth Street,M5G2C4,"University Health Network, Toronto General Hospital",2794356.0,0.0006098006123772347
Warden Woods Community Centre,Toronto,74 Firvalley Court,M1L1N9,Warden Woods Community Centre,2794356.0,0.0006098006123772347
Women HIV/AIDS Initiative (c/o AIDS Committee of Toronto),Toronto,543 Yonge Street,M4Y1Y5,Women HIV/AIDS Initiative (c/o AIDS Committee of Toronto),2794356.0,0.0006098006123772347
Women's Health in Women's Hands Community Health Centre,Toronto,2 Carlton Street,M5B1J3,Women's Health in Women's Hands Community Health Centre,2794356.0,0.0006098006123772347
Community Family Services of Ontario,Toronto,4051 Gordon Baker Road,M1W2P3,Community Family Services of Ontario,2794356.0,0.0006098006123772347
Anishnawbe Health Toronto,Toronto,179 Gerrard Street East,M5A2E5,Anishnawbe Health Toronto,2794356.0,0.0006098006123772347
Lakeshore Area Multi-Service Project Inc. (LAMP),Toronto,185 Fifth Street,M8V2Z5,Lakeshore Area Multi,2794356.0,0.0006098006123772347
William Osler Health System,Toronto,101 Humber College Boulevard,M9V1R8,William Osler Health System,2794356.0,0.0006098006123772347
Unity Health Toronto,Toronto,30 Bond Street,M5B1W8,Unity Health Toronto,2794356.0,0.0006098006123772347
"Hospital for Sick Children, The",Toronto,555 University Avenue,M5G1X8,"Hospital for Sick Children, The",2794356.0,0.0006098006123772347
Baycrest Hospital,Toronto,3560 Bathurst Street,M6A2E1,Baycrest Hospital,2794356.0,0.0006098006123772347
West Park Healthcare Centre,Toronto,82 Buttonwood Avenue,M6M2J5,West Park Healthcare Centre,2794356.0,0.0006098006123772347
Alpha House,Toronto,647 Broadview Avenue,M4K2N9,Alpha House,2794356.0,0.0006098006123772347
LOFT Community Services,Toronto,344 Dundas Street West,M5T1G5,LOFT Community Services,2794356.0,0.0006098006123772347
"Society of St. Vincent de Paul, Toronto Central Council",Toronto,88 Mulock Avenue,M6N3C6,"Society of St. Vincent de Paul, Toronto Central Council",2794356.0,0.0006098006123772347
Toronto East Health Network,Toronto,985 Danforth Avenue,M4J1M1,Toronto East Health Network,2794356.0,0.0006098006123772347
Jean Tweed Treatment Centre,Toronto,215 Evans Avenue,M8Z1J5,Jean Tweed Treatment Centre,2794356.0,0.0006098006123772347
YWCA Toronto,Toronto,87 Elm Street,M5G0A8,YWCA Toronto,2794356.0,0.0006098006123772347
Humber River Hospital,Toronto,1235 Wilson Avenue,M3M0B2,Humber River Hospital,2794356.0,0.0006098006123772347
Scarborough Health Network,Toronto,3030 Lawrence Avenue East,M1P2T7,Scarborough Health Network,2794356.0,0.0006098006123772347
"George Hull Centre for Children and Families, The",Toronto,81 The East Mall,M8Z5W3,"George Hull Centre for Children and Families, The",2794356.0,0.0006098006123772347
Strides Toronto,Toronto,1200 Markham Road,M1H3C3,Strides Toronto,2794356.0,0.0006098006123772347
Porphyrin Photobiology Laboratory,Toronto,855 Broadview Avenue,M4K3Z1,Porphyrin Photobiology Laboratory,2794356.0,0.0006098006123772347
North York General - Reactivation Care Centre,Toronto,2111 Finch Avenue West,M3N1N1,North York General,2794356.0,0.0006098006123772347
Michael Garron Hospital - Toronto East Health Network,Toronto,825 Coxwell Avenue,M4C3E7,Michael Garron Hospital,2794356.0,0.0006098006123772347
St. Joseph's Health Centre,Toronto,30 The Queensway,M6R1B5,St. Joseph's Health Centre,2794356.0,0.0006098006123772347
The Hospital for Sick Children,Toronto,555 University Avenue,M5G1X8,The Hospital for Sick Children,2794356.0,0.0006098006123772347
Princess Margaret Cancer Centre,Toronto,610 University Avenue,M5G2M9,Princess Margaret Cancer Centre,2794356.0,0.0006098006123772347
Mount Sinai Hospital,Toronto,600 University Avenue,M5G1X5,Mount Sinai Hospital,2794356.0,0.0006098006123772347
Toronto Western Hospital,Toronto,399 Bathurst Street,M5T2S8,Toronto Western Hospital,2794356.0,0.0006098006123772347
Toronto General Hospital,Toronto,200 Elizabeth Street,M5G2C4,Toronto General Hospital,2794356.0,0.0006098006123772347
"Faculty of Dentistry, Oral Pathology Laboratory",Toronto,124 Edward Street,M5G1G6,"Faculty of Dentistry, Oral Pathology Laboratory",2794356.0,0.0006098006123772347
Shared Hospital Laboratory Inc.,Toronto,2075 Bayview Avenue,M4N3N5,Shared Hospital Laboratory Inc.,2794356.0,0.0006098006123772347
Centre for Addiction and Mental Health,Toronto,100 Stokes Street,M6J1H4,Centre for Addiction and Mental Health,2794356.0,0.0006098006123772347
Sunnybrook Health Sciences Centre Laboratory,Toronto,2075 Bayview Avenue,M4N3M5,Sunnybrook Health Sciences Centre Laboratory,2794356.0,0.0006098006123772347
Ontario Agency for Health Protection and Promotion - Toronto Public Health Laboratory,Toronto,661 University Avenue,M5G1M1,Ontario Agency for Health Protection and Promotion,2794356.0,0.0006098006123772347
Reactivation Care Centre - Mackenzie Health,Toronto,2111 Finch Avenue West,M3N1N1,Reactivation Care Centre,2794356.0,0.0006098006123772347
In-Common Laboratories,Toronto,57 Gervais Drive,M3C1Z2,In,2794356.0,0.0006098006123772347
Virotek Biosciences Inc.,Toronto,700 Bay Street,M5G1Z6,Virotek Biosciences Inc.,2794356.0,0.0006098006123772347
HQ Health Hub,Toronto,790 Bay Street,M5G1N8,HQ Health Hub,2794356.0,0.0006098006123772347
Compusound Vascular Ultrasound Clinic,Toronto,3000 Lawrence Avenue East,M1P2V1,Compusound Vascular Ultrasound Clinic,2794356.0,0.0006098006123772347
Thorncliffe Diagnostic X-Ray Services,Toronto,45 Overlea Boulevard,M4H1C3,Thorncliffe Diagnostic X,2794356.0,0.0006098006123772347
Trillium Sleep Laboratory,Toronto,4190 Finch Avenue East,M1S4T7,Trillium Sleep Laboratory,2794356.0,0.0006098006123772347
Youthdale Child and Adolescent Sleep Centre,Toronto,227 Victoria Street,M5B1T8,Youthdale Child and Adolescent Sleep Centre,2794356.0,0.0006098006123772347
Kensington Vision & Research Centre,Toronto,340 College Street,M5T3A9,Kensington Vision & Research Centre,2794356.0,0.0006098006123772347
Yonge & Balmoral Diagnostic Imaging,Toronto,1366 Yonge Street,M4T3A7,Yonge & Balmoral Diagnostic Imaging,2794356.0,0.0006098006123772347
West Toronto Respiratory Services Inc.,Toronto,The Queensway,M9C5N2,West Toronto Respiratory Services Inc.,2794356.0,0.0006098006123772347
York X-Ray Management Limited,Toronto,1450 O'Connor Drive,M4B2T8,York X,2794356.0,0.0006098006123772347
Metro Radiology (Glencairn),Toronto,150 Eglinton Avenue East,M4P1E8,Metro Radiology (Glencairn),2794356.0,0.0006098006123772347
Centre for Sleep and Chronobiology Inc.,Toronto,295 College Street,M5T1S2,Centre for Sleep and Chronobiology Inc.,2794356.0,0.0006098006123772347
Anova Fertility & Reproductive Health,Toronto,25 Sheppard Avenue West,M2N6S6,Anova Fertility & Reproductive Health,2794356.0,0.0006098006123772347
Kennedy & Sheppard Diagnostic Clinic,Toronto,4002 Sheppard Avenue East,M1S1S6,Kennedy & Sheppard Diagnostic Clinic,2794356.0,0.0006098006123772347
Toronto Ultrasound Imaging,Toronto,208 Bloor Street West,M5S3B4,Toronto Ultrasound Imaging,2794356.0,0.0006098006123772347
Dr. William Dixon,Toronto,2075 Bayview Avenue,M4N3M5,Dr. William Dixon,2794356.0,0.0006098006123772347
Lawrence-Kingston Road X-Ray & Ultrasound,Toronto,4125 Lawrence Avenue East,M1E2S2,Lawrence,2794356.0,0.0006098006123772347
Scarborough Cardiac Diagnostic Centre,Toronto,2391 Eglinton Avenue East,M1K2M5,Scarborough Cardiac Diagnostic Centre,2794356.0,0.0006098006123772347
Radiant Medical Imaging,Toronto,385 Silver Star Boulevard,M1V0E3,Radiant Medical Imaging,2794356.0,0.0006098006123772347
Annex Medical Imaging,Toronto,800 Bathurst Street,M5R3M8,Annex Medical Imaging,2794356.0,0.0006098006123772347
Eglinton Danforth Road Radiology,Toronto,2805 Eglinton Avenue East,M1J2E1,Eglinton Danforth Road Radiology,2794356.0,0.0006098006123772347
Choice in Health Clinic,Toronto,1678 Bloor Street West,M6P1A9,Choice in Health Clinic,2794356.0,0.0006098006123772347
Finchview X-Ray & Ultrasound,Toronto,1315 Finch Avenue West,M3J2G6,Finchview X,2794356.0,0.0006098006123772347
Dr. John Christakis,Toronto,245 Danforth Avenue,M4K1N2,Dr. John Christakis,2794356.0,0.0006098006123772347
Lucent Medical Imaging,Toronto,3410 Sheppard Avenue East,M1T3K4,Lucent Medical Imaging,2794356.0,0.0006098006123772347
Bernard X-Ray & Ultrasound,Toronto,508 Lawrence Avenue West,M6A1A1,Bernard X,2794356.0,0.0006098006123772347
York Nuclear Cardiac Imaging,Toronto,1333 Sheppard Avenue East,M2J1V1,York Nuclear Cardiac Imaging,2794356.0,0.0006098006123772347
One Vascular Etobicoke,Toronto,3280 Bloor Street West,M8X2X3,One Vascular Etobicoke,2794356.0,0.0006098006123772347
Toronto Public Health,Toronto,277 Victoria Street,M5B1W2,Toronto Public Health,2794356.0,0.0006098006123772347
Centre Francophone de Toronto,Toronto,22 College Street,M5G1K2,Centre Francophone de Toronto,2794356.0,0.0006098006123772347
Davenport-Perth Neighbourhood and Community Health Centre,Toronto,1900 Davenport Road,M6N1B7,Davenport,2794356.0,0.0006098006123772347
Women's Health in Women's Hands,Toronto,2 Carlton Street,M5B1J3,Women's Health in Women's Hands,2794356.0,0.0006098006123772347
Planned Parenthood Toronto,Toronto,36 Prince Arthur Avenue,M5R1A9,Planned Parenthood Toronto,2794356.0,0.0006098006123772347
Stonegate Community Health Centre,Toronto,150 Berry Road,M8Y1W3,Stonegate Community Health Centre,2794356.0,0.0006098006123772347
East End Health Community Health Centre,Toronto,1619 Queen Street,M4L1G4,East End Health Community Health Centre,2794356.0,0.0006098006123772347
Flemingdon Health Centre,Toronto,10 Gateway Boulevard,M3C3A1,Flemingdon Health Centre,2794356.0,0.0006098006123772347
Access Alliance Multicultural Health and Community Services,Toronto,340 College Street,M5T3A9,Access Alliance Multicultural Health and Community Services,2794356.0,0.0006098006123772347
TAIBU Community Health Centre,Toronto,27 Tapscott Road,M1B4Y7,TAIBU Community Health Centre,2794356.0,0.0006098006123772347
Parkdale Queen West Community Health Centre,Toronto,1229 Queen Street West,M6K1L2,Parkdale Queen West Community Health Centre,2794356.0,0.0006098006123772347
Vibrant Health Care Alliance (formerly Anne Johnston Health Station),Toronto,2398 Yonge Street,M4P2H4,Vibrant Health Care Alliance (formerly Anne Johnston Health Station),2794356.0,0.0006098006123772347
The Canadian Centre for Health Equity,Toronto,4158 Sheppard Avenue East,M1S1T3,The Canadian Centre for Health Equity,2794356.0,0.0006098006123772347
West Toronto Community Health Services,Toronto,1700 Bloor Street West,M6P4C3,West Toronto Community Health Services,2794356.0,0.0006098006123772347
Applegrove Community Complex,Toronto,60 Woodfield Road,M4L2W6,Applegrove Community Complex,2794356.0,0.0006098006123772347
Bernard Betel Centre,Toronto,1003 Steeles Avenue West,M2R3T6,Bernard Betel Centre,2794356.0,0.0006098006123772347
Better Living Health and Community Services - E.P. Taylor Place,Toronto,1 Overland Drive,M3C2C3,Better Living Health and Community Services,2794356.0,0.0006098006123772347
Carefirst Seniors and Community Services Association - Scarborough Civic Centre,Toronto,300 Silver Star Boulevard,M1V0G2,Carefirst Seniors and Community Services Association,2794356.0,0.0006098006123772347
Central Eglinton Community Centre Older Adult Program,Toronto,160 Eglinton Avenue East,M4P3B5,Central Eglinton Community Centre Older Adult Program,2794356.0,0.0006098006123772347
"City of Toronto, Parks Forestry & Recreation East District - Birkdale Community Centre",Toronto,1299 Ellesmere Road,M1P2Y2,"City of Toronto, Parks Forestry & Recreation East District",2794356.0,0.0006098006123772347
Crescent Town Club - Call-A-Service,Toronto,2 The Market Place,M4C5M1,Crescent Town Club,2794356.0,0.0006098006123772347
Dixon Hall - Mandarin,Toronto,192 Carlton Street,M5A3J7,Dixon Hall,2794356.0,0.0006098006123772347
Elspeth Heyworth Centre for Women (North York),Toronto,2350 Finch Avenue West,M9M2C7,Elspeth Heyworth Centre for Women (North York),2794356.0,0.0006098006123772347
First Portuguese Canadian Cultural Centre,Toronto,60 Caledonia Road,M6E4S4,First Portuguese Canadian Cultural Centre,2794356.0,0.0006098006123772347
Franklin Horner Community Centre,Toronto,432 Horner Avenue,M8W2B2,Franklin Horner Community Centre,2794356.0,0.0006098006123772347
George Syme Seniors Centre of York,Toronto,33 Pritchard Avenue,M6N1T4,George Syme Seniors Centre of York,2794356.0,0.0006098006123772347
Good Neighbours' Club,Toronto,170 Jarvis Street,M5B2B7,Good Neighbours' Club,2794356.0,0.0006098006123772347
Harmony Hall Active Living Centres,Toronto,2 Gower Street,M4B1E2,Harmony Hall Active Living Centres,2794356.0,0.0006098006123772347
Islington Centre Senior Citizens,Toronto,4968 Dundas Street West,M9A1B7,Islington Centre Senior Citizens,2794356.0,0.0006098006123772347
Latvian Senior Citizens Association,Toronto,4 Credit Union Drive,M4A2N3,Latvian Senior Citizens Association,2794356.0,0.0006098006123772347
Les Centres d'Accueil Héritage - Centre des Pionniers,Toronto,33 Hahn Place,M5A4G2,Les Centres d'Accueil Héritage,2794356.0,0.0006098006123772347
Loyola Arrupe Centre for Seniors,Toronto,55 Rankin Crescent,M6P4E4,Loyola Arrupe Centre for Seniors,2794356.0,0.0006098006123772347
Lumacare - Main Office and Campus of Care,Toronto,155 Deerhide Crescent,M3L1V1,Lumacare,2794356.0,0.0006098006123772347
Lumacare Assisted Living Services,Toronto,2195 Jane Street,M3M1A3,Lumacare Assisted Living Services,2794356.0,0.0006098006123772347
Lumacare Valleyview Adult Day Program & Overnight Respite Program,Toronto,541 Finch Avenue West,M9M2Z2,Lumacare Valleyview Adult Day Program & Overnight Respite Program,2794356.0,0.0006098006123772347
Malvern Family Resource Centre - Seniors Centre,Toronto,90 Littles Road,M1B5E2,Malvern Family Resource Centre,2794356.0,0.0006098006123772347
Momiji Health Care Society,Toronto,3555 Kingston Road,M1M3W4,Momiji Health Care Society,2794356.0,0.0006098006123772347
Norfolk County - Delhi Seniors Centre,Toronto,418 Queen Street West,N4B2X1,Norfolk County,2794356.0,0.0006098006123772347
North York Seniors Centre,Toronto,21 Hendon Avenue,M2M4G7,North York Seniors Centre,2794356.0,0.0006098006123772347
Northwood Community Centre,Toronto,497 Wilson Avenue,M3H1V1,Northwood Community Centre,2794356.0,0.0006098006123772347
Ontario Tamil Seniors - Call-a-Service,Toronto,5200 Finch Avenue East,M1S4Z2,Ontario Tamil Seniors,2794356.0,0.0006098006123772347
Parkdale Golden Age Foundation,Toronto,27 Roncesvalles Avenue,M6R3B2,Parkdale Golden Age Foundation,2794356.0,0.0006098006123772347
Second Mile Club - East Toronto Senior Recreation Club,Toronto,953 Gerrard Street,M5M1Z4,Second Mile Club,2794356.0,0.0006098006123772347
SPRINT Senior Care - Mobile programs,Toronto,140 Merton Street,M4S1A1,SPRINT Senior Care,2794356.0,0.0006098006123772347
St. Clair O'Connor Community Inc.,Toronto,2701 Saint Clair Avenue East,M4B1M5,St. Clair O'Connor Community Inc.,2794356.0,0.0006098006123772347
